Date,VT,IEF,STIP,GSG,SGOL
2016-07-26,48.504276275634766,88.41643524169922,73.93684387207031,14.210000038146973,12.854999542236328
2016-07-27,48.52042770385742,88.79503631591797,73.98065185546875,14.010000228881836,13.064000129699709
2016-07-28,48.56888961791992,88.84234619140625,74.00257873535156,13.890000343322754,13.02400016784668
2016-07-29,48.851600646972656,89.18146514892578,74.10486602783203,13.960000038146973,13.16100025177002
2016-08-01,48.66581344604492,88.87184143066406,73.93182373046875,13.670000076293944,13.178999900817873
2016-08-02,48.35888671875,88.65863037109375,73.83645629882812,13.649999618530272,13.29599952697754
2016-08-03,48.46388626098633,88.70597076416016,73.975830078125,13.960000038146973,13.223999977111816
2016-08-04,48.54465866088867,88.9192886352539,74.10045623779297,14.029999732971191,13.255999565124512
2016-08-05,48.92428970336914,88.36637878417969,74.005126953125,14.119999885559082,13.012999534606934
2016-08-08,48.98890686035156,88.3189468383789,73.96842956542969,14.260000228881836,13.003000259399414
2016-08-09,49.182762145996094,88.63490295410156,73.990478515625,14.15999984741211,13.052000045776367
2016-08-10,49.15854644775391,88.87184143066406,73.96842956542969,13.960000038146973,13.109999656677246
2016-08-11,49.52201461791992,88.44534301757812,73.93182373046875,14.300000190734863,13.015000343322754
2016-08-12,49.41701126098633,88.76124572753906,74.01249694824219,14.5,12.99899959564209
2016-08-15,49.651248931884766,88.5006103515625,73.93182373046875,14.75,13.04599952697754
2016-08-16,49.45738983154297,88.35054779052734,73.89513397216797,14.869999885559082,13.111000061035156
2016-08-17,49.44123458862305,88.49275970458984,73.975830078125,14.970000267028809,13.104999542236328
2016-08-18,49.6431770324707,88.65070343017578,74.09314727783203,15.15999984741211,13.17099952697754
2016-08-19,49.46547317504883,88.35054779052734,74.04178619384766,15.149999618530272,13.04800033569336
2016-08-22,49.39278030395508,88.54801940917969,74.07113647460938,14.890000343322754,13.012999534606934
2016-08-23,49.54624938964844,88.54015350341797,74.09314727783203,14.989999771118164,13.031999588012695
2016-08-24,49.279693603515625,88.5085220336914,74.04178619384766,14.800000190734863,12.888999938964844
2016-08-25,49.26354598999024,88.36637878417969,74.02715301513672,14.869999885559082,12.869000434875488
2016-08-26,49.029296875,88.0267562866211,73.85847473144531,14.8100004196167,12.862000465393066
2016-08-29,49.31200408935547,88.3900375366211,73.93914031982422,14.699999809265137,12.87600040435791
2016-08-30,49.21508026123047,88.3821792602539,73.8878173828125,14.579999923706056,12.746999740600586
2016-08-31,49.02122116088867,88.27947998046875,73.85113525390625,14.239999771118164,12.737000465393066
2016-09-01,49.19083786010742,88.41788482666016,73.82904815673828,14.050000190734863,12.779999732971191
2016-09-02,49.63510513305664,88.18856048583984,73.84381103515625,14.170000076293944,12.902000427246094
2016-09-06,49.94203567504883,88.59980010986328,74.0056381225586,14.270000457763672,13.128999710083008
2016-09-07,50.01473236083984,88.64725494384766,74.0571517944336,14.40999984741211,13.093999862670898
2016-09-08,49.80472183227539,88.2122802734375,74.04984283447266,14.729999542236328,13.015000343322754
2016-09-09,48.59311676025391,87.79307556152344,73.88058471679688,14.460000038146973,12.934000015258787
2016-09-12,49.1666145324707,87.87213897705078,73.94679260253906,14.529999732971191,12.916000366210938
2016-09-13,48.24188995361328,87.54788208007812,73.82904815673828,14.260000228881836,12.82900047302246
2016-09-14,48.22564315795898,87.74561309814453,73.8879623413086,14.100000381469728,12.87399959564209
2016-09-15,48.78584671020508,87.76931762695312,74.01301574707031,14.170000076293944,12.79599952697754
2016-09-16,48.38802719116211,87.86425018310547,74.02771759033203,14.199999809265137,12.755000114440918
2016-09-19,48.55852890014648,87.71392059326172,73.99095916748047,14.18000030517578,12.777000427246094
2016-09-20,48.680301666259766,87.84842681884766,74.01301574707031,14.25,12.786999702453612
2016-09-21,49.41099166870117,87.99078369140625,74.06451416015625,14.479999542236328,12.980999946594238
2016-09-22,49.74385452270508,88.25177764892578,74.16756439208984,14.5600004196167,13.010000228881836
2016-09-23,49.37851333618164,88.29132843017578,74.24113464355469,14.31999969482422,13.015000343322754
2016-09-26,48.93198394775391,88.54443359375,74.26319122314453,14.460000038146973,13.005000114440918
2016-09-27,49.24048614501953,88.69474029541016,74.21907043457031,14.25,12.913000106811523
2016-09-28,49.565242767333984,88.65518188476562,74.33680725097656,14.609999656677246,12.876999855041504
2016-09-29,49.06188583374024,88.71052551269531,74.32208251953125,14.760000228881836,12.86299991607666
2016-09-30,49.40288162231445,88.48906707763672,74.39568328857422,14.81999969482422,12.817999839782717
2016-10-03,49.32167816162109,88.2831802368164,74.33680725097656,14.920000076293944,12.784000396728516
2016-10-04,49.12683868408203,87.87921142578125,74.23377990722656,14.9399995803833,12.35200023651123
2016-10-05,49.43535614013672,87.68125915527344,74.21170806884766,15.119999885559082,12.324999809265137
2016-10-06,49.28921127319336,87.49909210205078,74.23377990722656,15.210000038146973,12.199000358581545
2016-10-07,49.10247421264648,87.62579345703125,74.29268646240234,15.09000015258789,12.215999603271484
2016-10-10,49.31356430053711,87.39611053466797,74.2558364868164,15.300000190734863,12.255999565124512
2016-10-11,48.56663513183594,87.37235260009766,74.26319122314453,15.229999542236328,12.199999809265137
2016-10-12,48.631591796875,87.37235260009766,74.2558364868164,15.079999923706056,12.208000183105469
2016-10-13,48.39614868164063,87.55451965332031,74.30001068115234,15.1899995803833,12.244999885559082
2016-10-14,48.428619384765625,87.28522491455078,74.33680725097656,15.18000030517578,12.175999641418455
2016-10-17,48.28248596191406,87.47533416748047,74.3883056640625,15.140000343322754,12.208000183105469
2016-10-18,48.70466232299805,87.64957427978516,74.44717407226562,15.170000076293944,12.286999702453612
2016-10-19,48.91574096679688,87.68917846679688,74.48396301269531,15.3100004196167,12.343000411987305
2016-10-20,48.89139175415039,87.60995483398438,74.43983459472656,15.119999885559082,12.319000244140623
2016-10-21,48.78584671020508,87.70497131347656,74.42510986328125,15.199999809265137,12.324000358581545
2016-10-24,48.94822692871094,87.58625030517578,74.3883056640625,15.1899995803833,12.303000450134276
2016-10-25,48.81832504272461,87.57036590576172,74.3662338256836,15.0600004196167,12.390999794006348
2016-10-26,48.60723876953125,87.38028717041016,74.3662338256836,14.960000038146973,12.322999954223633
2016-10-27,48.51792144775391,87.07933807373047,74.32208251953125,15.079999923706056,12.343999862670898
2016-10-28,48.37179946899414,87.09517669677734,74.38093566894531,14.960000038146973,12.399999618530272
2016-10-31,48.428619384765625,87.16642761230469,74.39568328857422,14.5600004196167,12.434000015258787
2016-11-01,48.13633728027344,87.16962432861328,74.39568328857422,14.59000015258789,12.517999649047852
2016-11-02,47.803470611572266,87.43136596679688,74.39568328857422,14.359999656677246,12.607999801635742
2016-11-03,47.673561096191406,87.37583923339844,74.3294448852539,14.229999542236328,12.67199993133545
2016-11-04,47.42188262939453,87.64546203613281,74.35151672363281,14.109999656677246,12.687999725341797
2016-11-07,48.37179946899414,87.2806396484375,74.3588638305664,14.229999542236328,12.461000442504885
2016-11-08,48.5828742980957,86.97132873535156,74.30001068115234,14.1899995803833,12.40999984741211
2016-11-09,48.680301666259766,85.64686584472656,74.2043228149414,14.3100004196167,12.402999877929688
2016-11-10,48.542274475097656,85.13136291503906,74.18962097167969,14.140000343322754,12.218999862670898
2016-11-11,48.27436447143555,84.9568862915039,74.15284729003906,13.90999984741211,11.9399995803833
2016-11-14,48.25812149047852,84.46513366699219,73.93944549560547,13.899999618530272,11.850000381469728
2016-11-15,48.7127685546875,84.46513366699219,73.97624206542969,14.25,11.9399995803833
2016-11-16,48.45297622680664,84.5444564819336,73.99832153320312,14.130000114440918,11.90999984741211
2016-11-17,48.72089385986328,84.17171478271484,73.96888732910156,14.130000114440918,11.843000411987305
2016-11-18,48.477333068847656,83.79889678955078,73.90264892578125,14.270000457763672,11.74899959564209
2016-11-21,48.92387008666992,83.87034606933594,73.9615249633789,14.729999542236328,11.78600025177002
2016-11-22,49.03752899169922,83.94963073730469,73.99832153320312,14.6899995803833,11.78499984741211
2016-11-23,48.99692535400391,83.64825439453125,73.91734313964844,14.710000038146973,11.548999786376951
2016-11-25,49.17555618286133,83.57693481445312,73.88058471679688,14.56999969482422,11.486000061035156
2016-11-28,48.98068618774414,83.95755767822266,73.8879623413086,14.640000343322754,11.60099983215332
2016-11-29,49.078121185302734,84.0447998046875,73.91001892089844,14.270000457763672,11.55500030517578
2016-11-30,49.00505447387695,83.48170471191406,74.01301574707031,14.920000076293944,11.406000137329102
2016-12-01,48.78584671020508,83.16326141357422,73.98499298095703,15.229999542236328,11.378000259399414
2016-12-02,48.89139175415039,83.53650665283203,74.05872344970703,15.31999969482422,11.432000160217283
2016-12-05,49.24861145019531,83.5047378540039,74.07347106933594,15.359999656677246,11.36299991607666
2016-12-06,49.4921760559082,83.53650665283203,74.08822631835938,15.31999969482422,11.361000061035156
2016-12-07,50.17415618896485,83.81450653076172,74.13980102539062,15.1899995803833,11.399999618530272
2016-12-08,50.31216812133789,83.49683380126953,74.17666625976562,15.3100004196167,11.378999710083008
2016-12-09,50.45832061767578,83.06791687011719,74.11770629882812,15.420000076293944,11.256999969482422
2016-12-12,50.30405807495117,83.08381652832031,74.13980102539062,15.520000457763672,11.29699993133545
2016-12-13,50.709999084472656,83.1314468383789,74.10293579101562,15.59000015258789,11.26099967956543
2016-12-14,50.052371978759766,82.44051361083984,73.85967254638672,15.34000015258789,11.100000381469728
2016-12-15,50.14168930053711,82.21014404296875,73.72699737548828,15.329999923706056,10.951000213623049
2016-12-16,50.09297561645508,82.3133773803711,73.71959686279297,15.470000267028809,11.012999534606934
2016-12-19,50.13356399536133,82.69464874267578,73.78593444824219,15.380000114440918,11.072999954223633
2016-12-20,50.327415466308594,82.51991271972656,73.8891830444336,15.420000076293944,10.994000434875488
2016-12-21,50.24562454223633,82.65493774414062,73.9039535522461,15.359999656677246,10.996999740600586
2016-12-22,50.049312591552734,82.61908721923828,73.98499298095703,15.359999656677246,10.968000411987305
2016-12-23,50.131103515625,82.69868469238281,73.99974060058594,15.399999618530272,11.003000259399414
2016-12-27,50.2292594909668,82.57930755615234,74.01448822021484,15.619999885559082,11.071000099182127
2016-12-28,49.93481063842773,82.88164520263672,74.11770629882812,15.670000076293944,11.098999977111816
2016-12-29,49.99206161499024,83.13619995117188,74.13243865966797,15.6899995803833,11.241000175476074
2016-12-30,49.8939208984375,83.38280487060547,74.25041198730469,15.670000076293944,11.175999641418455
2017-01-03,50.3028678894043,83.343017578125,74.23564147949219,15.420000076293944,11.26099967956543
2017-01-04,50.76091766357422,83.43851470947266,74.28727722167969,15.539999961853027,11.30500030517578
2017-01-05,50.92451095581055,83.97942352294922,74.36099243164062,15.640000343322754,11.47700023651123
2017-01-06,50.93269348144531,83.59757232666016,74.26512908935547,15.579999923706056,11.39900016784668
2017-01-09,50.79363632202149,83.9157943725586,74.28727722167969,15.3100004196167,11.48799991607666
2017-01-10,50.842716217041016,83.8759765625,74.29460144042969,15.199999809265137,11.534000396728516
2017-01-11,51.12079620361328,83.97145080566406,74.33882904052734,15.399999618530272,11.576000213623049
2017-01-12,51.02266693115234,84.01919555664062,74.4273452758789,15.640000343322754,11.621999740600586
2017-01-13,51.194427490234375,83.83625793457031,74.375732421875,15.609999656677246,11.642000198364258
2017-01-17,51.03901672363281,84.2578353881836,74.49369049072266,15.619999885559082,11.810999870300291
2017-01-18,50.98176574707031,83.66120910644531,74.33882904052734,15.40999984741211,11.711000442504885
2017-01-19,50.85906982421875,83.343017578125,74.33882904052734,15.380000114440918,11.711000442504885
2017-01-20,51.03083801269531,83.38280487060547,74.4273452758789,15.5600004196167,11.732999801635742
2017-01-23,51.03083801269531,83.82030487060547,74.49369049072266,15.5600004196167,11.807000160217283
2017-01-24,51.38254928588867,83.50209045410156,74.44940185546875,15.56999969482422,11.74899959564209
2017-01-25,51.84059143066406,83.08844757080078,74.39046478271484,15.529999732971191,11.659000396728516
2017-01-26,51.73426055908203,83.1998291015625,74.4346923828125,15.609999656677246,11.55500030517578
2017-01-27,51.6688232421875,83.30326080322266,74.52318572998047,15.479999542236328,11.574000358581545
2017-01-30,51.30075454711914,83.27935791015625,74.54528045654297,15.34000015258789,11.623000144958496
2017-01-31,51.390716552734375,83.56572723388672,74.61897277832031,15.43000030517578,11.774999618530272
2017-02-01,51.46434020996094,83.4056396484375,74.61897277832031,15.619999885559082,11.748000144958496
2017-02-02,51.562496185302734,83.43743896484375,74.62633514404297,15.619999885559082,11.812999725341797
2017-02-03,51.82423782348633,83.50121307373047,74.64112854003906,15.609999656677246,11.84000015258789
2017-02-06,51.644290924072266,83.89955139160156,74.6780014038086,15.460000038146973,11.996999740600586
2017-02-07,51.61156463623047,84.0509262084961,74.61897277832031,15.350000381469728,11.97700023651123
2017-02-08,51.67700958251953,84.39349365234375,74.59688568115234,15.4399995803833,12.050999641418455
2017-02-09,51.93874740600586,83.8916015625,74.54528045654297,15.510000228881836,11.960000038146973
2017-02-10,52.20048522949219,83.83582305908203,74.55265045166016,15.670000076293944,11.979999542236328
2017-02-13,52.46222305297852,83.70830535888672,74.47157287597656,15.470000267028809,11.91100025177002
2017-02-14,52.56854248046875,83.4056396484375,74.38308715820312,15.529999732971191,11.928000450134276
2017-02-15,52.871185302734375,83.24630737304688,74.4346923828125,15.529999732971191,11.977999687194824
2017-02-16,52.88753890991211,83.58090209960938,74.54528045654297,15.5,12.041999816894531
2017-02-17,52.86299896240234,83.8039321899414,74.58949279785156,15.449999809265137,12.003000259399414
2017-02-21,53.14111709594727,83.76409149169922,74.6042709350586,15.529999732971191,12.008999824523926
2017-02-22,53.1329345703125,83.89955139160156,74.6632308959961,15.399999618530272,12.029999732971191
2017-02-23,53.1329345703125,84.12266540527344,74.72219848632812,15.470000267028809,12.130999565124512
2017-02-24,53.01840591430664,84.51300811767578,74.81068420410156,15.420000076293944,12.206000328063965
2017-02-27,52.97750473022461,84.21029663085938,74.6780014038086,15.399999618530272,12.156000137329102
2017-02-28,52.77303314208984,84.17039489746094,74.6632308959961,15.449999809265137,12.15999984741211
2017-03-01,53.41919708251953,83.58406829833984,74.52318572998047,15.479999542236328,12.140999794006348
2017-03-02,53.02660369873047,83.34473419189453,74.40524291992188,15.210000038146973,11.99899959564209
2017-03-03,53.222900390625,83.42451477050781,74.58949279785156,15.289999961853027,11.989999771118164
2017-03-06,53.0756721496582,83.4085464477539,74.54528045654297,15.3100004196167,11.91100025177002
2017-03-07,52.903900146484375,83.28890991210938,74.54528045654297,15.229999542236328,11.810999870300291
2017-03-08,52.74849319458008,83.00965118408203,74.4273452758789,14.8100004196167,11.739999771118164
2017-03-09,52.77303314208984,82.77830505371094,74.33150482177734,14.68000030517578,11.675000190734863
2017-03-10,53.06748962402344,82.95378875732422,74.33150482177734,14.510000228881836,11.697999954223633
2017-03-13,53.27195358276367,82.74639129638672,74.27986907958984,14.479999542236328,11.697999954223633
2017-03-14,52.98569107055664,82.83416748046875,74.23564147949219,14.420000076293944,11.644000053405762
2017-03-15,53.631866455078125,83.56018829345703,74.54528045654297,14.59000015258789,11.850000381469728
2017-03-16,53.71365737915039,83.32878112792969,74.49369049072266,14.600000381469728,11.909000396728516
2017-03-17,53.73002624511719,83.55211639404297,74.56739807128906,14.59000015258789,11.9399995803833
2017-03-20,53.656394958496094,83.75160217285156,74.59688568115234,14.550000190734863,11.989999771118164
2017-03-21,53.12475204467773,84.03080749511719,74.61897277832031,14.449999809265137,12.09000015258789
2017-03-22,53.20655059814453,84.19038391113281,74.6484603881836,14.449999809265137,12.119000434875488
2017-03-23,53.173824310302734,84.1026382446289,74.64112854003906,14.390000343322754,12.111000061035156
2017-03-24,53.27195358276367,84.1504898071289,74.6558609008789,14.43000030517578,12.118000030517578
2017-03-27,53.32923126220703,84.35791015625,74.70014953613281,14.390000343322754,12.187999725341797
2017-03-28,53.631866455078125,84.0707015991211,74.6484603881836,14.489999771118164,12.144000053405762
2017-03-29,53.708229064941406,84.31007385253906,74.74432373046875,14.649999618530272,12.168999671936035
2017-03-30,53.68359375,84.0707015991211,74.70014953613281,14.729999542236328,12.085000038146973
2017-03-31,53.55221939086914,84.23825073242188,74.78856658935547,14.81999969482422,12.109000205993652
2017-04-03,53.50294876098633,84.65294647216797,74.8601303100586,14.670000076293944,12.166999816894531
2017-04-04,53.53579711914063,84.53307342529297,74.81584930419922,14.84000015258789,12.196000099182127
